"","target","Tm1","Tm2","Tm3","Tm4","Tm5"
"2004-09-27 01:00:00",919,998,1054,1010,963,971
"2004-09-27 02:00:00",884,919,998,1054,1010,963
"2004-09-27 03:00:00",803,884,919,998,1054,1010
"2004-09-27 04:00:00",820,803,884,919,998,1054
"2004-09-27 05:00:00",894,820,803,884,919,998
"2004-09-27 06:00:00",988,894,820,803,884,919
"2004-09-27 07:00:00",1372,988,894,820,803,884
"2004-09-27 08:00:00",1209,1372,988,894,820,803
"2004-09-27 09:00:00",951,1209,1372,988,894,820
"2004-09-27 10:00:00",992,951,1209,1372,988,894
"2004-09-27 11:00:00",964,992,951,1209,1372,988
"2004-09-27 12:00:00",917,964,992,951,1209,1372
"2004-09-27 13:00:00",937,917,964,992,951,1209
"2004-09-27 14:00:00",961,937,917,964,992,951
"2004-09-27 15:00:00",969,961,937,917,964,992
"2004-09-27 16:00:00",1020,969,961,937,917,964
"2004-09-27 17:00:00",1107,1020,969,961,937,917
"2004-09-27 18:00:00",1119,1107,1020,969,961,937
"2004-09-27 19:00:00",1173,1119,1107,1020,969,961
"2004-09-27 20:00:00",1097,1173,1119,1107,1020,969
"2004-09-27 21:00:00",1018,1097,1173,1119,1107,1020
"2004-09-27 22:00:00",932,1018,1097,1173,1119,1107
"2004-09-27 23:00:00",897,932,1018,1097,1173,1119
"2004-09-28 00:00:00",840,897,932,1018,1097,1173
"2004-09-28 01:00:00",802,840,897,932,1018,1097
"2004-09-28 02:00:00",765,802,840,897,932,1018
"2004-09-28 03:00:00",741,765,802,840,897,932
"2004-09-28 04:00:00",748,741,765,802,840,897
"2004-09-28 05:00:00",791,748,741,765,802,840
"2004-09-28 06:00:00",875,791,748,741,765,802
"2004-09-28 07:00:00",1085,875,791,748,741,765
"2004-09-28 08:00:00",1268,1085,875,791,748,741
"2004-09-28 09:00:00",1236,1268,1085,875,791,748
"2004-09-28 10:00:00",1274,1236,1268,1085,875,791
"2004-09-28 11:00:00",1250,1274,1236,1268,1085,875
"2004-09-28 12:00:00",1224,1250,1274,1236,1268,1085
"2004-09-28 13:00:00",1220,1224,1250,1274,1236,1268
"2004-09-28 14:00:00",1166,1220,1224,1250,1274,1236
"2004-09-28 15:00:00",1050,1166,1220,1224,1250,1274
"2004-09-28 16:00:00",1174,1050,1166,1220,1224,1250
"2004-09-28 17:00:00",1323,1174,1050,1166,1220,1224
"2004-09-28 18:00:00",1432,1323,1174,1050,1166,1220
"2004-09-28 19:00:00",1479,1432,1323,1174,1050,1166
"2004-09-28 20:00:00",1309,1479,1432,1323,1174,1050
"2004-09-28 21:00:00",1089,1309,1479,1432,1323,1174
"2004-09-28 22:00:00",1009,1089,1309,1479,1432,1323
"2004-09-28 23:00:00",930,1009,1089,1309,1479,1432
"2004-09-29 00:00:00",929,930,1009,1089,1309,1479
"2004-09-29 01:00:00",872,929,930,1009,1089,1309
"2004-09-29 02:00:00",790,872,929,930,1009,1089
"2004-09-29 03:00:00",793,790,872,929,930,1009
"2004-09-29 04:00:00",789,793,790,872,929,930
"2004-09-29 05:00:00",769,789,793,790,872,929
"2004-09-29 06:00:00",852,769,789,793,790,872
"2004-09-29 07:00:00",1100,852,769,789,793,790
"2004-09-29 08:00:00",1326,1100,852,769,789,793
"2004-09-29 09:00:00",1433,1326,1100,852,769,789
"2004-09-29 10:00:00",1310,1433,1326,1100,852,769
"2004-09-29 11:00:00",1304,1310,1433,1326,1100,852
"2004-09-29 12:00:00",1286,1304,1310,1433,1326,1100
"2004-09-29 13:00:00",1217,1286,1304,1310,1433,1326
"2004-09-29 14:00:00",1104,1217,1286,1304,1310,1433
"2004-09-29 15:00:00",1143,1104,1217,1286,1304,1310
"2004-09-29 16:00:00",1205,1143,1104,1217,1286,1304
"2004-09-29 17:00:00",1276,1205,1143,1104,1217,1286
"2004-09-29 18:00:00",1440,1276,1205,1143,1104,1217
"2004-09-29 19:00:00",1467,1440,1276,1205,1143,1104
"2004-09-29 20:00:00",1339,1467,1440,1276,1205,1143
"2004-09-29 21:00:00",1108,1339,1467,1440,1276,1205
"2004-09-29 22:00:00",1116,1108,1339,1467,1440,1276
"2004-09-29 23:00:00",981,1116,1108,1339,1467,1440
"2004-09-30 00:00:00",947,981,1116,1108,1339,1467
"2004-09-30 01:00:00",939,947,981,1116,1108,1339
"2004-09-30 02:00:00",862,939,947,981,1116,1108
"2004-09-30 03:00:00",827,862,939,947,981,1116
"2004-09-30 04:00:00",879,827,862,939,947,981
"2004-09-30 05:00:00",911,879,827,862,939,947
"2004-09-30 06:00:00",1051,911,879,827,862,939
"2004-09-30 07:00:00",1496,1051,911,879,827,862
"2004-09-30 08:00:00",1610,1496,1051,911,879,827
"2004-09-30 09:00:00",1428,1610,1496,1051,911,879
"2004-09-30 10:00:00",1459,1428,1610,1496,1051,911
"2004-09-30 11:00:00",1486,1459,1428,1610,1496,1051
"2004-09-30 12:00:00",1158,1486,1459,1428,1610,1496
"2004-09-30 13:00:00",1200,1158,1486,1459,1428,1610
"2004-09-30 14:00:00",1290,1200,1158,1486,1459,1428
"2004-09-30 15:00:00",1366,1290,1200,1158,1486,1459
"2004-09-30 16:00:00",1505,1366,1290,1200,1158,1486
"2004-09-30 17:00:00",1728,1505,1366,1290,1200,1158
"2004-09-30 18:00:00",1673,1728,1505,1366,1290,1200
"2004-09-30 19:00:00",1636,1673,1728,1505,1366,1290
"2004-09-30 20:00:00",1468,1636,1673,1728,1505,1366
"2004-09-30 21:00:00",1180,1468,1636,1673,1728,1505
"2004-09-30 22:00:00",1138,1180,1468,1636,1673,1728
"2004-09-30 23:00:00",1192,1138,1180,1468,1636,1673
"2004-10-01 00:00:00",1176,1192,1138,1180,1468,1636
"2004-10-01 01:00:00",1137,1176,1192,1138,1180,1468
"2004-10-01 02:00:00",1035,1137,1176,1192,1138,1180
"2004-10-01 03:00:00",943,1035,1137,1176,1192,1138
"2004-10-01 04:00:00",904,943,1035,1137,1176,1192
"2004-10-01 05:00:00",966,904,943,1035,1137,1176
"2004-10-01 06:00:00",1124,966,904,943,1035,1137
"2004-10-01 07:00:00",1348,1124,966,904,943,1035
"2004-10-01 08:00:00",1499,1348,1124,966,904,943
"2004-10-01 09:00:00",1427,1499,1348,1124,966,904
"2004-10-01 10:00:00",1473,1427,1499,1348,1124,966
"2004-10-01 11:00:00",1440,1473,1427,1499,1348,1124
"2004-10-01 12:00:00",1474,1440,1473,1427,1499,1348
"2004-10-01 13:00:00",1485,1474,1440,1473,1427,1499
"2004-10-01 14:00:00",1464.12491060407,1485,1474,1440,1473,1427
"2004-10-01 15:00:00",1306,1464.12491060407,1485,1474,1440,1473
"2004-10-01 16:00:00",1464,1306,1464.12491060407,1485,1474,1440
"2004-10-01 17:00:00",1629,1464,1306,1464.12491060407,1485,1474
"2004-10-01 18:00:00",1629,1629,1464,1306,1464.12491060407,1485
"2004-10-01 19:00:00",1707,1629,1629,1464,1306,1464.12491060407
"2004-10-01 20:00:00",1424,1707,1629,1629,1464,1306
"2004-10-01 21:00:00",1297,1424,1707,1629,1629,1464
"2004-10-01 22:00:00",1214,1297,1424,1707,1629,1629
"2004-10-01 23:00:00",1160,1214,1297,1424,1707,1629
"2004-10-02 00:00:00",1232,1160,1214,1297,1424,1707
"2004-10-02 01:00:00",1134,1232,1160,1214,1297,1424
"2004-10-02 02:00:00",1071,1134,1232,1160,1214,1297
"2004-10-02 03:00:00",968,1071,1134,1232,1160,1214
"2004-10-02 04:00:00",994,968,1071,1134,1232,1160
"2004-10-02 05:00:00",1046,994,968,1071,1134,1232
"2004-10-02 06:00:00",1066,1046,994,968,1071,1134
"2004-10-02 07:00:00",1277,1066,1046,994,968,1071
"2004-10-02 08:00:00",1290,1277,1066,1046,994,968
"2004-10-02 09:00:00",1268,1290,1277,1066,1046,994
"2004-10-02 10:00:00",1243,1268,1290,1277,1066,1046
"2004-10-02 11:00:00",1300,1243,1268,1290,1277,1066
"2004-10-02 12:00:00",1278,1300,1243,1268,1290,1277
"2004-10-02 13:00:00",1249,1278,1300,1243,1268,1290
"2004-10-02 14:00:00",1145,1249,1278,1300,1243,1268
"2004-10-02 15:00:00",1199,1145,1249,1278,1300,1243
"2004-10-02 16:00:00",1236,1199,1145,1249,1278,1300
"2004-10-02 17:00:00",1289,1236,1199,1145,1249,1278
"2004-10-02 18:00:00",1299,1289,1236,1199,1145,1249
"2004-10-02 19:00:00",1506,1299,1289,1236,1199,1145
"2004-10-02 20:00:00",1432,1506,1299,1289,1236,1199
"2004-10-02 21:00:00",1193,1432,1506,1299,1289,1236
"2004-10-02 22:00:00",1188,1193,1432,1506,1299,1289
"2004-10-02 23:00:00",1162,1188,1193,1432,1506,1299
"2004-10-03 00:00:00",1106,1162,1188,1193,1432,1506
"2004-10-03 01:00:00",1037,1106,1162,1188,1193,1432
"2004-10-03 02:00:00",982,1037,1106,1162,1188,1193
"2004-10-03 03:00:00",944,982,1037,1106,1162,1188
"2004-10-03 04:00:00",929,944,982,1037,1106,1162
"2004-10-03 05:00:00",906,929,944,982,1037,1106
"2004-10-03 06:00:00",907,906,929,944,982,1037
"2004-10-03 07:00:00",1013,907,906,929,944,982
"2004-10-03 08:00:00",1055,1013,907,906,929,944
"2004-10-03 09:00:00",1138,1055,1013,907,906,929
"2004-10-03 10:00:00",1250,1138,1055,1013,907,906
"2004-10-03 11:00:00",1165,1250,1138,1055,1013,907
"2004-10-03 12:00:00",1229,1165,1250,1138,1055,1013
"2004-10-03 13:00:00",1168,1229,1165,1250,1138,1055
"2004-10-03 14:00:00",1092,1168,1229,1165,1250,1138
"2004-10-03 15:00:00",1109,1092,1168,1229,1165,1250
"2004-10-03 16:00:00",1133,1109,1092,1168,1229,1165
"2004-10-03 17:00:00",1192,1133,1109,1092,1168,1229
"2004-10-03 18:00:00",1298,1192,1133,1109,1092,1168
"2004-10-03 19:00:00",1524,1298,1192,1133,1109,1092
"2004-10-03 20:00:00",1540,1524,1298,1192,1133,1109
"2004-10-03 21:00:00",1190,1540,1524,1298,1192,1133
"2004-10-03 22:00:00",1092,1190,1540,1524,1298,1192
"2004-10-03 23:00:00",1079,1092,1190,1540,1524,1298
"2004-10-04 00:00:00",995,1079,1092,1190,1540,1524
"2004-10-04 01:00:00",960,995,1079,1092,1190,1540
"2004-10-04 02:00:00",890,960,995,1079,1092,1190
"2004-10-04 03:00:00",860,890,960,995,1079,1092
"2004-10-04 04:00:00",860,860,890,960,995,1079
"2004-10-04 05:00:00",883,860,860,890,960,995
"2004-10-04 06:00:00",929,883,860,860,890,960
"2004-10-04 07:00:00",1100,929,883,860,860,890
"2004-10-04 08:00:00",1257,1100,929,883,860,860
"2004-10-04 09:00:00",1402,1257,1100,929,883,860
"2004-10-04 10:00:00",1376,1402,1257,1100,929,883
"2004-10-04 11:00:00",1374,1376,1402,1257,1100,929
"2004-10-04 12:00:00",1381,1374,1376,1402,1257,1100
"2004-10-04 13:00:00",1282,1381,1374,1376,1402,1257
"2004-10-04 14:00:00",1188,1282,1381,1374,1376,1402
"2004-10-04 15:00:00",1227,1188,1282,1381,1374,1376
"2004-10-04 16:00:00",1364,1227,1188,1282,1381,1374
"2004-10-04 17:00:00",1531,1364,1227,1188,1282,1381
"2004-10-04 18:00:00",1694,1531,1364,1227,1188,1282
"2004-10-04 19:00:00",1723,1694,1531,1364,1227,1188
"2004-10-04 20:00:00",1356,1723,1694,1531,1364,1227
"2004-10-04 21:00:00",1084,1356,1723,1694,1531,1364
"2004-10-04 22:00:00",1039,1084,1356,1723,1694,1531
"2004-10-04 23:00:00",1011,1039,1084,1356,1723,1694
"2004-10-05 00:00:00",968,1011,1039,1084,1356,1723
"2004-10-05 01:00:00",867,968,1011,1039,1084,1356
"2004-10-05 02:00:00",820,867,968,1011,1039,1084
"2004-10-05 03:00:00",826,820,867,968,1011,1039
"2004-10-05 04:00:00",835,826,820,867,968,1011
"2004-10-05 05:00:00",887,835,826,820,867,968
"2004-10-05 06:00:00",990,887,835,826,820,867
"2004-10-05 07:00:00",1511,990,887,835,826,820
"2004-10-05 08:00:00",1352,1511,990,887,835,826
"2004-10-05 09:00:00",1337,1352,1511,990,887,835
"2004-10-05 10:00:00",1435,1337,1352,1511,990,887
"2004-10-05 11:00:00",1377,1435,1337,1352,1511,990
"2004-10-05 12:00:00",1562,1377,1435,1337,1352,1511
"2004-10-05 13:00:00",1358,1562,1377,1435,1337,1352
"2004-10-05 14:00:00",1301,1358,1562,1377,1435,1337
"2004-10-05 15:00:00",1255,1301,1358,1562,1377,1435
"2004-10-05 16:00:00",1410,1255,1301,1358,1562,1377
"2004-10-05 17:00:00",1578,1410,1255,1301,1358,1562
"2004-10-05 18:00:00",1700,1578,1410,1255,1301,1358
"2004-10-05 19:00:00",1778,1700,1578,1410,1255,1301
"2004-10-05 20:00:00",1539,1778,1700,1578,1410,1255
"2004-10-05 21:00:00",1409,1539,1778,1700,1578,1410
"2004-10-05 22:00:00",1231,1409,1539,1778,1700,1578
"2004-10-05 23:00:00",1092,1231,1409,1539,1778,1700
"2004-10-06 00:00:00",1036,1092,1231,1409,1539,1778
"2004-10-06 01:00:00",984,1036,1092,1231,1409,1539
"2004-10-06 02:00:00",950,984,1036,1092,1231,1409
"2004-10-06 03:00:00",889,950,984,1036,1092,1231
"2004-10-06 04:00:00",865,889,950,984,1036,1092
"2004-10-06 05:00:00",917,865,889,950,984,1036
"2004-10-06 06:00:00",997,917,865,889,950,984
"2004-10-06 07:00:00",1433,997,917,865,889,950
"2004-10-06 08:00:00",1516,1433,997,917,865,889
"2004-10-06 09:00:00",1528,1516,1433,997,917,865
"2004-10-06 10:00:00",1347,1528,1516,1433,997,917
"2004-10-06 11:00:00",1392,1347,1528,1516,1433,997
"2004-10-06 12:00:00",1359,1392,1347,1528,1516,1433
"2004-10-06 13:00:00",1391,1359,1392,1347,1528,1516
"2004-10-06 14:00:00",1335,1391,1359,1392,1347,1528
"2004-10-06 15:00:00",1402,1335,1391,1359,1392,1347
"2004-10-06 16:00:00",1406,1402,1335,1391,1359,1392
"2004-10-06 17:00:00",1527,1406,1402,1335,1391,1359
"2004-10-06 18:00:00",1559,1527,1406,1402,1335,1391
"2004-10-06 19:00:00",1840,1559,1527,1406,1402,1335
"2004-10-06 20:00:00",1666,1840,1559,1527,1406,1402
"2004-10-06 21:00:00",1336,1666,1840,1559,1527,1406
"2004-10-06 22:00:00",1189,1336,1666,1840,1559,1527
"2004-10-06 23:00:00",1226,1189,1336,1666,1840,1559
"2004-10-07 00:00:00",1171,1226,1189,1336,1666,1840
"2004-10-07 01:00:00",1002,1171,1226,1189,1336,1666
"2004-10-07 02:00:00",950,1002,1171,1226,1189,1336
"2004-10-07 03:00:00",930,950,1002,1171,1226,1189
"2004-10-07 04:00:00",924,930,950,1002,1171,1226
"2004-10-07 05:00:00",994,924,930,950,1002,1171
"2004-10-07 06:00:00",1089,994,924,930,950,1002
"2004-10-07 07:00:00",1468,1089,994,924,930,950
"2004-10-07 08:00:00",1696,1468,1089,994,924,930
"2004-10-07 09:00:00",1479,1696,1468,1089,994,924
"2004-10-07 10:00:00",1425,1479,1696,1468,1089,994
"2004-10-07 11:00:00",1279,1425,1479,1696,1468,1089
"2004-10-07 12:00:00",1319,1279,1425,1479,1696,1468
"2004-10-07 13:00:00",1329,1319,1279,1425,1479,1696
"2004-10-07 14:00:00",1327,1329,1319,1279,1425,1479
"2004-10-07 15:00:00",1282,1327,1329,1319,1279,1425
"2004-10-07 16:00:00",1342,1282,1327,1329,1319,1279
"2004-10-07 17:00:00",1623,1342,1282,1327,1329,1319
"2004-10-07 18:00:00",1576,1623,1342,1282,1327,1329
"2004-10-07 19:00:00",1747,1576,1623,1342,1282,1327
"2004-10-07 20:00:00",1757,1747,1576,1623,1342,1282
"2004-10-07 21:00:00",1331,1757,1747,1576,1623,1342
"2004-10-07 22:00:00",1182,1331,1757,1747,1576,1623
"2004-10-07 23:00:00",1162,1182,1331,1757,1747,1576
"2004-10-08 00:00:00",1147,1162,1182,1331,1757,1747
"2004-10-08 01:00:00",1040,1147,1162,1182,1331,1757
"2004-10-08 02:00:00",920,1040,1147,1162,1182,1331
"2004-10-08 03:00:00",931,920,1040,1147,1162,1182
"2004-10-08 04:00:00",954,931,920,1040,1147,1162
"2004-10-08 05:00:00",981,954,931,920,1040,1147
"2004-10-08 06:00:00",1147,981,954,931,920,1040
"2004-10-08 07:00:00",1606,1147,981,954,931,920
"2004-10-08 08:00:00",1490,1606,1147,981,954,931
"2004-10-08 09:00:00",1473,1490,1606,1147,981,954
"2004-10-08 10:00:00",1582,1473,1490,1606,1147,981
"2004-10-08 11:00:00",1468,1582,1473,1490,1606,1147
"2004-10-08 12:00:00",1413,1468,1582,1473,1490,1606
"2004-10-08 13:00:00",1400,1413,1468,1582,1473,1490
"2004-10-08 14:00:00",1361,1400,1413,1468,1582,1473
"2004-10-08 15:00:00",1389,1361,1400,1413,1468,1582
"2004-10-08 16:00:00",1305,1389,1361,1400,1413,1468
"2004-10-08 17:00:00",1354,1305,1389,1361,1400,1413
"2004-10-08 18:00:00",1352,1354,1305,1389,1361,1400
"2004-10-08 19:00:00",1472,1352,1354,1305,1389,1361
"2004-10-08 20:00:00",1412,1472,1352,1354,1305,1389
"2004-10-08 21:00:00",1221,1412,1472,1352,1354,1305
"2004-10-08 22:00:00",1230,1221,1412,1472,1352,1354
"2004-10-08 23:00:00",1247,1230,1221,1412,1472,1352
"2004-10-09 00:00:00",1217,1247,1230,1221,1412,1472
"2004-10-09 01:00:00",1158,1217,1247,1230,1221,1412
"2004-10-09 02:00:00",1150,1158,1217,1247,1230,1221
"2004-10-09 03:00:00",1061,1150,1158,1217,1247,1230
"2004-10-09 04:00:00",1062,1061,1150,1158,1217,1247
"2004-10-09 05:00:00",1157,1062,1061,1150,1158,1217
"2004-10-09 06:00:00",1167,1157,1062,1061,1150,1158
"2004-10-09 07:00:00",1403,1167,1157,1062,1061,1150
"2004-10-09 08:00:00",1453,1403,1167,1157,1062,1061
"2004-10-09 09:00:00",1455,1453,1403,1167,1157,1062
"2004-10-09 10:00:00",1512,1455,1453,1403,1167,1157
"2004-10-09 11:00:00",1331,1512,1455,1453,1403,1167
"2004-10-09 12:00:00",1472,1331,1512,1455,1453,1403
"2004-10-09 13:00:00",1430,1472,1331,1512,1455,1453
"2004-10-09 14:00:00",1264,1430,1472,1331,1512,1455
"2004-10-09 15:00:00",1378,1264,1430,1472,1331,1512
"2004-10-09 16:00:00",1377,1378,1264,1430,1472,1331
"2004-10-09 17:00:00",1527,1377,1378,1264,1430,1472
"2004-10-09 18:00:00",1573,1527,1377,1378,1264,1430
"2004-10-09 19:00:00",1674,1573,1527,1377,1378,1264
"2004-10-09 20:00:00",1455,1674,1573,1527,1377,1378
"2004-10-09 21:00:00",1242,1455,1674,1573,1527,1377
"2004-10-09 22:00:00",1181,1242,1455,1674,1573,1527
"2004-10-09 23:00:00",1468,1181,1242,1455,1674,1573
"2004-10-10 00:00:00",1520,1468,1181,1242,1455,1674
"2004-10-10 01:00:00",1203,1520,1468,1181,1242,1455
"2004-10-10 02:00:00",1096,1203,1520,1468,1181,1242
"2004-10-10 03:00:00",991,1096,1203,1520,1468,1181
"2004-10-10 04:00:00",941,991,1096,1203,1520,1468
"2004-10-10 05:00:00",952,941,991,1096,1203,1520
"2004-10-10 06:00:00",1082,952,941,991,1096,1203
"2004-10-10 07:00:00",1095,1082,952,941,991,1096
"2004-10-10 08:00:00",1049,1095,1082,952,941,991
"2004-10-10 09:00:00",1055,1049,1095,1082,952,941
"2004-10-10 10:00:00",1074,1055,1049,1095,1082,952
"2004-10-10 11:00:00",1229,1074,1055,1049,1095,1082
"2004-10-10 12:00:00",1228,1229,1074,1055,1049,1095
"2004-10-10 13:00:00",1107,1228,1229,1074,1055,1049
"2004-10-10 14:00:00",1031,1107,1228,1229,1074,1055
"2004-10-10 15:00:00",1155,1031,1107,1228,1229,1074
"2004-10-10 16:00:00",1131,1155,1031,1107,1228,1229
"2004-10-10 17:00:00",1143,1131,1155,1031,1107,1228
"2004-10-10 18:00:00",1145,1143,1131,1155,1031,1107
"2004-10-10 19:00:00",1169,1145,1143,1131,1155,1031
"2004-10-10 20:00:00",1105,1169,1145,1143,1131,1155
"2004-10-10 21:00:00",1049,1105,1169,1145,1143,1131
"2004-10-10 22:00:00",1069,1049,1105,1169,1145,1143
"2004-10-10 23:00:00",1073,1069,1049,1105,1169,1145
"2004-10-11 00:00:00",1039,1073,1069,1049,1105,1169
"2004-10-11 01:00:00",1021,1039,1073,1069,1049,1105
"2004-10-11 02:00:00",825,1021,1039,1073,1069,1049
"2004-10-11 03:00:00",828,825,1021,1039,1073,1069
"2004-10-11 04:00:00",847,828,825,1021,1039,1073
"2004-10-11 05:00:00",903,847,828,825,1021,1039
"2004-10-11 06:00:00",1041,903,847,828,825,1021
"2004-10-11 07:00:00",1314,1041,903,847,828,825
"2004-10-11 08:00:00",1326,1314,1041,903,847,828
"2004-10-11 09:00:00",1464,1326,1314,1041,903,847
"2004-10-11 10:00:00",1313,1464,1326,1314,1041,903
"2004-10-11 11:00:00",1202,1313,1464,1326,1314,1041
"2004-10-11 12:00:00",1225,1202,1313,1464,1326,1314
"2004-10-11 13:00:00",1257,1225,1202,1313,1464,1326
"2004-10-11 14:00:00",1271,1257,1225,1202,1313,1464
"2004-10-11 15:00:00",1179,1271,1257,1225,1202,1313
"2004-10-11 16:00:00",1278,1179,1271,1257,1225,1202
"2004-10-11 17:00:00",1435,1278,1179,1271,1257,1225
"2004-10-11 18:00:00",1326,1435,1278,1179,1271,1257
"2004-10-11 19:00:00",1324,1326,1435,1278,1179,1271
"2004-10-11 20:00:00",1206,1324,1326,1435,1278,1179
"2004-10-11 21:00:00",1052,1206,1324,1326,1435,1278
"2004-10-11 22:00:00",1057,1052,1206,1324,1326,1435
"2004-10-11 23:00:00",952,1057,1052,1206,1324,1326
"2004-10-12 00:00:00",911,952,1057,1052,1206,1324
"2004-10-12 01:00:00",898,911,952,1057,1052,1206
"2004-10-12 02:00:00",809,898,911,952,1057,1052
"2004-10-12 03:00:00",823,809,898,911,952,1057
"2004-10-12 04:00:00",814,823,809,898,911,952
"2004-10-12 05:00:00",857,814,823,809,898,911
"2004-10-12 06:00:00",935,857,814,823,809,898
"2004-10-12 07:00:00",1159,935,857,814,823,809
"2004-10-12 08:00:00",1102,1159,935,857,814,823
"2004-10-12 09:00:00",979,1102,1159,935,857,814
"2004-10-12 10:00:00",998,979,1102,1159,935,857
"2004-10-12 11:00:00",962,998,979,1102,1159,935
"2004-10-12 12:00:00",985,962,998,979,1102,1159
"2004-10-12 13:00:00",1043,985,962,998,979,1102
"2004-10-12 14:00:00",929,1043,985,962,998,979
"2004-10-12 15:00:00",946,929,1043,985,962,998
"2004-10-12 16:00:00",955,946,929,1043,985,962
"2004-10-12 17:00:00",1004,955,946,929,1043,985
"2004-10-12 18:00:00",1037,1004,955,946,929,1043
"2004-10-12 19:00:00",1066,1037,1004,955,946,929
"2004-10-12 20:00:00",890,1066,1037,1004,955,946
"2004-10-12 21:00:00",843,890,1066,1037,1004,955
"2004-10-12 22:00:00",834,843,890,1066,1037,1004
"2004-10-12 23:00:00",809,834,843,890,1066,1037
"2004-10-13 00:00:00",786,809,834,843,890,1066
"2004-10-13 01:00:00",747,786,809,834,843,890
"2004-10-13 02:00:00",723,747,786,809,834,843
"2004-10-13 03:00:00",704,723,747,786,809,834
"2004-10-13 04:00:00",709,704,723,747,786,809
"2004-10-13 05:00:00",726,709,704,723,747,786
"2004-10-13 06:00:00",798,726,709,704,723,747
"2004-10-13 07:00:00",925,798,726,709,704,723
"2004-10-13 08:00:00",906,925,798,726,709,704
"2004-10-13 09:00:00",896,906,925,798,726,709
"2004-10-13 10:00:00",882,896,906,925,798,726
"2004-10-13 11:00:00",948,882,896,906,925,798
"2004-10-13 12:00:00",945,948,882,896,906,925
"2004-10-13 13:00:00",942,945,948,882,896,906
"2004-10-13 14:00:00",943,942,945,948,882,896
"2004-10-13 15:00:00",894,943,942,945,948,882
"2004-10-13 16:00:00",984,894,943,942,945,948
"2004-10-13 17:00:00",1044,984,894,943,942,945
"2004-10-13 18:00:00",981,1044,984,894,943,942
"2004-10-13 19:00:00",1021,981,1044,984,894,943
"2004-10-13 20:00:00",943,1021,981,1044,984,894
"2004-10-13 21:00:00",863,943,1021,981,1044,984
"2004-10-13 22:00:00",847,863,943,1021,981,1044
"2004-10-13 23:00:00",859,847,863,943,1021,981
"2004-10-14 00:00:00",861,859,847,863,943,1021
"2004-10-14 01:00:00",786,861,859,847,863,943
"2004-10-14 02:00:00",740,786,861,859,847,863
"2004-10-14 03:00:00",730,740,786,861,859,847
"2004-10-14 04:00:00",728,730,740,786,861,859
"2004-10-14 05:00:00",755,728,730,740,786,861
"2004-10-14 06:00:00",854,755,728,730,740,786
"2004-10-14 07:00:00",1079,854,755,728,730,740
"2004-10-14 08:00:00",1097,1079,854,755,728,730
"2004-10-14 09:00:00",1024,1097,1079,854,755,728
"2004-10-14 10:00:00",990,1024,1097,1079,854,755
"2004-10-14 11:00:00",1013,990,1024,1097,1079,854
"2004-10-14 12:00:00",1051,1013,990,1024,1097,1079
"2004-10-14 13:00:00",1052,1051,1013,990,1024,1097
"2004-10-14 14:00:00",1141,1052,1051,1013,990,1024
"2004-10-14 15:00:00",1130,1141,1052,1051,1013,990
"2004-10-14 16:00:00",1099,1130,1141,1052,1051,1013
"2004-10-14 17:00:00",1182,1099,1130,1141,1052,1051
"2004-10-14 18:00:00",1211,1182,1099,1130,1141,1052
"2004-10-14 19:00:00",1340,1211,1182,1099,1130,1141
"2004-10-14 20:00:00",1299,1340,1211,1182,1099,1130
"2004-10-14 21:00:00",1046,1299,1340,1211,1182,1099
"2004-10-14 22:00:00",949,1046,1299,1340,1211,1182
"2004-10-14 23:00:00",966,949,1046,1299,1340,1211
"2004-10-15 00:00:00",1062,966,949,1046,1299,1340
"2004-10-15 01:00:00",934,1062,966,949,1046,1299
"2004-10-15 02:00:00",862,934,1062,966,949,1046
"2004-10-15 03:00:00",823,862,934,1062,966,949
"2004-10-15 04:00:00",839,823,862,934,1062,966
"2004-10-15 05:00:00",879,839,823,862,934,1062
"2004-10-15 06:00:00",1095,879,839,823,862,934
"2004-10-15 07:00:00",1359,1095,879,839,823,862
"2004-10-15 08:00:00",1354,1359,1095,879,839,823
"2004-10-15 09:00:00",1420,1354,1359,1095,879,839
"2004-10-15 10:00:00",1265,1420,1354,1359,1095,879
"2004-10-15 11:00:00",1146,1265,1420,1354,1359,1095
"2004-10-15 12:00:00",1150,1146,1265,1420,1354,1359
"2004-10-15 13:00:00",1282,1150,1146,1265,1420,1354
"2004-10-15 14:00:00",1067,1282,1150,1146,1265,1420
"2004-10-15 15:00:00",1185,1067,1282,1150,1146,1265
"2004-10-15 16:00:00",1312,1185,1067,1282,1150,1146
"2004-10-15 17:00:00",1319,1312,1185,1067,1282,1150
"2004-10-15 18:00:00",1255,1319,1312,1185,1067,1282
"2004-10-15 19:00:00",1123,1255,1319,1312,1185,1067
"2004-10-15 20:00:00",1126,1123,1255,1319,1312,1185
"2004-10-15 21:00:00",924,1126,1123,1255,1319,1312
"2004-10-15 22:00:00",982,924,1126,1123,1255,1319
"2004-10-15 23:00:00",936,982,924,1126,1123,1255
"2004-10-16 00:00:00",1069,936,982,924,1126,1123
"2004-10-16 01:00:00",967,1069,936,982,924,1126
"2004-10-16 02:00:00",869,967,1069,936,982,924
"2004-10-16 03:00:00",916,869,967,1069,936,982
"2004-10-16 04:00:00",886,916,869,967,1069,936
"2004-10-16 05:00:00",926,886,916,869,967,1069
"2004-10-16 06:00:00",971,926,886,916,869,967
"2004-10-16 07:00:00",1029,971,926,886,916,869
